gene_id,class,toxin_family,JLS178,JLS181,JLS187,JLS202,JLS216,JLS223,JLS224,JLS228,JLS242,JLS247,JLS248,JLS249,JLS253,JLS254,JLS255,JLS256,JLS257,JLS260,JLS269,Average,Female_Average,Male_Average
trinityContig5919||sp|O55096.2|,Nontoxin,Nontoxin,24.93,46.53,49.03,30.58,28.16,35.98,52.58,33.25,29.79,31.53,38.1,29.73,34.94,29.68,34.06,24.87,30.81,24.83,19.91,33.12052632,31.535,34.8822222
trinityContig5939||sp|P0C0U6.1|,Nontoxin,Nontoxin,5.48,99.65,5.86,3.25,2.25,23.44,16.79,16.74,3.11,9.79,10.42,16.15,0,10.1,2.04,0.59,19.84,2.79,13.31,13.76842105,6.524,21.8177778
trinityContig5939||sp|P56389.2|,Nontoxin,Nontoxin,18.58,9.52,13.53,25.77,5.17,10.43,5.87,3.18,9.29,5.05,2.99,14.33,5.8,1.09,11.41,4.58,7.2,10.14,3.51,8.812631579,10.41,7.03777778
trinityContig5946||sp|Q6VEU1.1|,Nontoxin,Nontoxin,75.81,41.8,72.18,51.06,46.39,39.83,44.32,54.32,26.51,42.2,66.68,38.74,44.04,14.46,34.43,39.06,70.71,46.55,35.28,46.54578947,54.313,37.9155556
trinityContig5961||sp|Q5F334.1|,Nontoxin,Nontoxin,21.64,16.22,25.98,19.05,21.37,18.18,13.53,26.64,17.86,26.19,33.82,25.34,24.87,9.46,20.11,13.54,27.55,22.75,16.87,21.10368421,23.401,18.5511111
trinityContig5984||sp|Q2TBL8.1|,Nontoxin,Nontoxin,14.64,17.94,33.27,23.13,11.62,19.93,15.32,19.6,16.19,20.93,26.9,8.34,9.27,4.78,7.51,6,22.96,8.07,13.16,15.76631579,17.053,14.3366667
trinityContig5996||sp|O61470.2|,Nontoxin,Nontoxin,28.93,54.9,32.87,44.44,25.49,40.67,25.12,53.5,36.06,57.86,39.04,50.05,20.38,20.15,12.06,34.03,30.81,31.65,19.03,34.58105263,28.47,41.3711111
trinityContig6021||sp|Q9Y320.1|,Nontoxin,Nontoxin,56.1,42.96,50.39,48.15,40.09,15.07,52.56,50.94,41.59,37.73,48.58,42.42,31.71,7.25,20.83,25.51,41.66,37.98,31.53,38.05526316,40.702,35.1144444
trinityContig6078||sp|P30419.2|,Nontoxin,Nontoxin,35.83,20.02,32.96,30.89,37.53,12.24,42.25,40.31,41.91,51.55,41.97,42.06,27.14,9.86,12.96,34.59,29.68,36.28,23.55,31.76736842,30.879,32.7544444
trinityContig6097||sp|Q5F470.1|,Nontoxin,Nontoxin,31.3,32.01,29.77,54.15,61.16,26.27,21.04,36.56,43.47,28.34,25.5,41.58,47.07,16.6,52.32,37.11,46.51,85.02,37.46,39.64421053,47.026,31.4422222
trinityContig6103||sp|Q9Y6G3.1|,Nontoxin,Nontoxin,10.06,0,4.39,35.66,5.55,8.5,2.4,16.8,12.5,8.89,8.14,0,19.45,0,13.29,3.77,0,32.72,0,9.585263158,12.926,5.87333333
trinityContig6111||sp|Q5U2Z3.1|,Nontoxin,Nontoxin,21.73,20.51,21.76,28.66,30.21,13.56,34.35,32.69,32.53,28.59,32.2,26.58,23.76,17.79,20.87,17.77,23.39,82.92,23.31,28.06210526,30.881,24.93
trinityContig615||sp|O00560.1|,Nontoxin,Nontoxin,68.6,26.15,55.78,83.32,64.53,42.32,98.9,66.9,83.95,65.19,110.35,76.77,47.56,43.06,66.31,62.87,41.89,94.04,50.73,65.74842105,68.311,62.9011111
trinityContig6150||sp|P67868.1|,Nontoxin,Nontoxin,68.69,119.16,66.3,129.24,89.36,117.26,95.15,120.85,132.75,106.5,130.65,98.18,111.16,108.76,80.66,98.29,71.33,265.97,77.44,109.8789474,109.08,110.766667
trinityContig6162||sp|Q3ZCI1.1|,Nontoxin,Nontoxin,7.91,23.4,12.14,10.39,14.21,0,10.83,10.63,4.47,19.3,10.36,27.22,0,1.78,0,6.75,7.44,6.64,5.8,9.435263158,7.489,11.5977778
trinityContig6169||sp|P49432.2|,Nontoxin,Nontoxin,23.46,23.39,31.69,33.19,26.91,28.33,33.94,33.54,26.51,28.76,18.44,38.95,21.5,18.36,36.73,23.02,32.27,57.39,24.93,29.54263158,30.651,28.3111111
trinityContig6251||sp|Q90673.1|,Nontoxin,Nontoxin,213.95,172.45,214.11,205.94,234.59,285.34,163.94,172.92,214.2,211.22,294.69,217.75,254.71,176.42,208.82,214.05,179.59,239.99,156.97,212.1921053,220.336,203.143333
trinityContig6261||sp|Q5NVF6.1|,Nontoxin,Nontoxin,50.15,21.96,76.3,52.53,46.18,3.97,27.87,52.3,36.23,49.51,51.56,67.59,20.13,0,8.86,19.84,71.16,7.37,37.56,36.89842105,42.18,31.03
trinityContig6286||sp|Q16774.2|,Nontoxin,Nontoxin,0,0,0,34.09,20.52,8.5,22.91,0,12.7,8.67,0,13.68,26.83,18.94,34.55,23.21,18.38,0,29.13,14.32157895,16.35,12.0677778
trinityContig6334||sp|Q8N5B7.1|,Nontoxin,Nontoxin,44.69,27.76,44.58,41.13,49.96,12.04,31.66,50.92,46.34,44.51,77.47,49.7,30.75,4.75,16.27,28.3,35.54,22.46,27.22,36.10789474,39.007,32.8866667
trinityContig6345||sp|O75896.3|,Nontoxin,Nontoxin,15,7.42,18.4,18.65,9.02,2.34,7.39,25.25,12.73,6.56,8.44,10.9,10.19,0,5.44,8.83,22.16,16.4,6.89,11.15842105,13.059,9.04666667
trinityContig6386||sp|O60909.1|,Nontoxin,Nontoxin,2.73,1.43,3.09,13.07,2.94,2.22,1.8,6.11,2.13,1.78,1.33,1.29,0.25,0.98,0,0.76,4.73,5.87,1.58,2.846842105,3.559,2.05555556
trinityContig6422||sp|O60749.2|,Nontoxin,Nontoxin,25.85,28.55,26.83,34.39,26.2,19.05,14.06,38.61,26.26,29.14,34.46,35.92,34.63,15.51,18.71,23.27,24.73,49.29,21.82,27.75157895,29.691,25.5966667
trinityContig643||sp|Q811U4.3|,Nontoxin,Nontoxin,20.02,45.45,26.79,27.76,21.22,16.64,22.66,27.69,37.45,26.07,42.54,30.85,28.19,9,14.33,25.78,21.27,31.55,18.23,25.97315789,25.19,26.8433333
trinityContig6466||sp|Q5FVI3.1|,Nontoxin,Nontoxin,11.04,9.75,6.02,9.9,8.46,6.44,9.1,5.62,12.64,6.47,33.11,10.12,7.73,2.78,5.43,4.14,7.5,19.65,9.4,9.752631579,11.824,7.45111111
trinityContig6483||sp|O75521.4|,Nontoxin,Nontoxin,5.71,7.35,14.53,8.33,18.46,46.31,18.41,20.97,34.34,18.74,3.99,10.67,6.72,3.4,5.31,6.19,39.87,1.58,30.1,15.84105263,13.46,18.4866667
trinityContig6518||sp|Q6UW02.1|,Nontoxin,Nontoxin,22.72,15.33,0,30.04,13.99,9.45,3.17,12.73,27.89,20.98,39.04,9.48,18.07,1.58,8.69,11.45,11.6,10.97,8.15,14.49105263,16.327,12.4511111
trinityContig6528||sp|O14595.2|,Nontoxin,Nontoxin,34.66,14.54,39.95,11.44,14.43,0.64,6.91,24.6,8.19,17.66,33.98,25.47,3.67,0,1.16,3.74,20.69,1.02,12.58,14.49105263,17.358,11.3055556
trinityContig653||sp|P50616.1|,Nontoxin,Nontoxin,52.22,50.58,44.12,76.73,64.06,23.53,37.49,55.14,42.45,61.58,87.83,64.36,53.44,6.7,20.63,34.51,53.3,30.99,49.67,47.85947368,53.299,41.8155556
trinityContig6543||sp|Q9WU28.1|,Nontoxin,Nontoxin,475.1,306.54,479.14,445.98,701.35,263.77,584.49,714.23,644.79,660.2,864.79,655.66,637.29,292.47,467.1,537.72,348.75,812.5,462.7,544.9773684,569.47,517.763333
trinityContig6582||sp|P62869.1|,Nontoxin,Nontoxin,189.41,0,117.13,146.2,120.22,0,0,0,0,0,158.39,2.56,159.65,0,138.14,0,133.71,273.09,110.04,81.50210526,154.598,0.28444444
trinityContig6613||sp|Q13823.1|,Nontoxin,Nontoxin,2.51,0,6.76,1.39,6.9,0,3.75,0,2.22,4.43,4.04,0,0,0,0,0,0,0,0,1.684210526,2.16,1.15555556
trinityContig6614||sp|Q13823.1|,Nontoxin,Nontoxin,182,72.13,192.67,133.36,193.38,87.71,123.52,124.11,134.25,162.22,233.64,152.39,138.02,66.2,92.55,145.02,167.01,123.17,112.47,138.7273684,156.827,118.616667
trinityContig6618||sp|P97584.3|,Nontoxin,Nontoxin,22.01,26.38,7.83,24.34,35.4,49.35,37.19,10.82,15.87,21.91,4.29,37.13,8.46,16.56,15.33,12.38,26.2,44.82,9.68,22.41842105,19.836,25.2877778
trinityContig6624||sp|D4AEP3.1|,Nontoxin,Nontoxin,15.22,9.44,14.76,33.42,13.48,0,3.24,10.42,4.32,13.93,14.68,23.35,5.53,0.72,0.58,4.69,14.64,11.44,6.95,10.56894737,13.07,7.79
trinityContig663||sp|P62975.1|,Nontoxin,Nontoxin,10371.11,5457.49,16664.09,7641.93,7117.25,5266.22,3366.45,8667.45,5383.23,7041.73,7917.85,8562.47,5979.09,2149.31,3367.09,4329.43,11337.7,6620.33,7172.2,7074.337895,8418.864,5580.42
trinityContig6715||sp|Q9H0W9.1|,Nontoxin,Nontoxin,15.32,17.29,17.43,31.53,19.09,39.42,34.64,30.08,18.76,15.32,39.16,29.28,21.41,23.68,17.68,23.41,21.56,79.31,13.95,26.75368421,27.644,25.7644444
trinityContig6717||sp|O70257.4|,Nontoxin,Nontoxin,32.46,13.17,28.29,28.64,39.9,1.7,15.97,29.62,20.92,30.71,56.33,33.66,17.43,2,8.56,17.68,34.8,7.57,19.75,23.11368421,27.373,18.3811111
trinityContig6731||sp|Q9D309.1|,Nontoxin,Nontoxin,262.59,362.84,248.13,329.78,477.71,273.45,186.24,411.83,400.1,294.73,592.6,420.76,433.83,321.5,272.53,334.77,225.07,515.36,415.63,356.8131579,377.323,334.024444
trinityContig6733||sp|P56517.1|,Nontoxin,Nontoxin,34.65,11.73,34.26,33.55,21.82,7.92,11.86,20.91,14.66,24.75,32.58,27.21,12.3,4.38,5.76,13.16,31.37,14.96,14.45,19.59368421,23.57,15.1755556
trinityContig6734||sp|Q0VFE7.1|,Nontoxin,Nontoxin,16.22,5.33,20.46,10.02,10.52,2.48,4.44,8.74,4.58,7.23,9.56,10.24,5.34,0.41,1.98,3.01,11.75,1.45,5.21,7.314210526,9.251,5.16222222
trinityContig682||sp|Q5RAL9.2|,Nontoxin,Nontoxin,7.66,13.03,11,20.86,12.62,7.61,24.16,19.43,23.73,8.07,6.69,12.38,10.86,10.4,27.74,13.86,17.7,22.63,14.99,15.02210526,15.275,14.7411111
trinityContig6831||sp|Q5RFS0.1|,Nontoxin,Nontoxin,16.76,15.95,21.99,28.32,24.72,31.8,23.01,34.87,16.65,23.72,41.08,23.1,14,26.93,10.04,28.5,16.09,44.31,31.11,24.89210526,24.842,24.9477778
trinityContig6841||sp|Q32PZ3.1|,Nontoxin,Nontoxin,28.65,17.28,33.66,30.49,21.99,14.49,25.4,24.57,14.05,18.29,21.3,26.79,10.07,5.14,11.92,10.53,31.83,11.67,13.41,19.55421053,21.499,17.3933333
trinityContig6844||sp|O43808.1|,Nontoxin,Nontoxin,23.42,19.68,18.56,49.46,36.93,13.04,19.4,23.5,27.43,38.98,25.25,52.54,23.41,3.27,6.32,13.25,33.02,43.98,15.1,25.60736842,27.545,23.4544444
trinityContig6866||sp|Q5NVG2.1|,Nontoxin,Nontoxin,12.03,3.75,9.2,16.02,17.63,35.21,47.3,27.11,27.25,26.25,7.32,33.47,16.58,26.97,25.1,14.49,25.81,75.66,8.95,24.00526316,21.43,26.8666667
trinityContig6868||sp|Q5PRC1.1|,Nontoxin,Nontoxin,15.13,6.09,12.92,9.3,8.69,0.47,8.17,12.09,5.85,5.39,10.22,13.77,2.14,0,2.26,2.91,7.07,1.01,3.36,6.675789474,7.21,6.08222222
trinityContig6886||sp|Q5E9E2.3|,Nontoxin,Nontoxin,589.77,473.46,317.06,648.42,660.13,576.29,582.92,641.74,645.41,574.83,859.5,552.92,811.09,644.66,621.14,568.19,364.63,1193.78,461.53,620.3931579,652.705,584.491111
trinityContig6888||sp|Q5ZJB7.1|,Nontoxin,Nontoxin,19.6,14.92,19.53,21.38,11.27,5.86,19.01,24.78,8.52,12,16.8,18.16,8.76,9.43,6.63,8.6,14.8,14.61,9.46,13.90105263,14.284,13.4755556
trinityContig6891||sp|P0C0U7.1|,Nontoxin,Nontoxin,244.53,1330.94,909.2,19064.46,310.62,7665.94,1692.41,4961.77,1055.44,53.88,40.57,128.71,299.82,6609.09,587.51,311.25,638.22,6408.06,771.01,2793.864737,2927.4,2645.49222
trinityContig6895||sp|P13642.2|,Nontoxin,Nontoxin,43.24,53.74,31.39,39.65,33.41,18.79,39.08,25.37,22.66,28.92,38.52,24.86,24.22,6.36,17.61,24.46,38.56,22.4,17.68,28.99578947,30.668,27.1377778
trinityContig6896||sp|Q06AS9.1|,Nontoxin,Nontoxin,40.81,5.75,36.53,14.62,42.81,40.7,14.85,30.4,14.96,22.9,51.44,33.78,20.22,7.21,13.85,16.18,24.81,9.49,21.14,24.33947368,27.572,20.7477778
trinityContig6899||sp|Q2KI14.1|,Nontoxin,Nontoxin,36.67,162.25,0,198.07,424.96,400.79,89.38,190.34,77.85,252.85,326.37,0,56.97,19.13,166.18,63.53,172.29,116.59,209.41,155.9805263,170.751,139.568889
trinityContig693||sp|P54578.3|,Nontoxin,Nontoxin,11.47,22.72,9.88,16.1,20.29,7.51,13.66,16.88,17.12,16.66,25.25,20.79,13.76,5.42,8.85,10.57,12.65,24.09,12.86,15.08052632,15.52,14.5922222
trinityContig6954||sp|Q9Y6G3.1|,Nontoxin,Nontoxin,17.89,14.28,12.94,16.36,43.15,32.15,6.43,0,16.7,17.68,21.77,26.84,12.18,36.91,14.6,21.89,20.67,88.25,18.46,23.11315789,26.627,19.2088889
trinityContig6964||sp|O95989.1|,Nontoxin,Nontoxin,18.38,11.37,42.55,0,21.62,3.94,6.62,23.93,14.65,20.12,14.28,24.05,9.03,4.32,12.61,14.54,25.64,19.31,10.98,15.68105263,17.44,13.7266667
trinityContig6973||sp|Q9WVM7.1|,Nontoxin,Nontoxin,10.58,9.01,16.24,45.18,8.28,11.99,6.36,10.15,15.11,17.24,14.04,9.75,18.08,6.37,18.58,16.3,21.07,20.92,20.31,15.55578947,19.328,11.3644444
trinityContig6984||sp|Q14442.1|,Nontoxin,Nontoxin,27.8,37.4,34.5,24.26,32.58,23.85,39.88,28.19,44,37.33,44.46,30.79,41.14,13.96,15.1,22.44,35.25,21.96,25.04,30.52263158,30.209,30.8711111
trinityContig6991||sp|Q3UM29.1|,Nontoxin,Nontoxin,47.88,37.42,50.61,43.16,34.75,24.44,20.25,37.03,22.53,38.31,37.95,35.22,21.47,5.16,22.14,18.9,57.36,18.69,24.09,31.44,35.81,26.5844444
trinityContig7018||sp|P62072.1|,Nontoxin,Nontoxin,9.79,10.91,14.17,17.96,24.16,74.69,59.15,26.55,32.2,17.33,23.02,26.31,29.42,37.25,27.7,15.53,18.5,60.67,26.53,29.04421053,25.192,33.3244444
trinityContig7021||sp|P48597.1|,Nontoxin,Nontoxin,33.33,56.51,39.61,48.46,39.55,25.11,33.42,42.65,44.9,45.27,45.62,48.14,44.52,14.74,28.44,40.85,37.71,115.76,48.97,43.87157895,48.197,39.0655556
trinityContig7058||sp|Q5XHA2.1|,Nontoxin,Nontoxin,14.38,22.57,14.42,18.45,13.24,21.95,26.84,33.57,32.84,30.48,16.83,30.61,13.9,14.81,11.51,19.48,11.63,13.5,9.86,19.51947368,13.772,25.9055556
trinityContig7122||sp|Q1JQE6.2|,Nontoxin,Nontoxin,10.28,8.99,19.13,11.51,8.41,7.96,11.57,11.77,18.73,12.06,6.67,17.1,17.99,5.28,9.08,21.7,21.3,13.64,14.12,13.01526316,13.213,12.7955556
trinityContig7125||sp|Q60GI5.1|,Nontoxin,Nontoxin,13.37,8.33,8.65,26.74,4.24,8.45,5.96,2.77,7.5,5.89,23.39,9.07,6.54,5.7,0.77,2.22,11.97,31.16,9.21,10.10157895,13.604,6.21
trinityContig7138||sp|Q8MJ50.1|,Nontoxin,Nontoxin,35.33,36.24,30.92,34.83,38.69,7.37,39.21,43.29,32.44,42.95,31.17,38.8,23.05,5.09,13.95,23.09,33.37,29.43,23.58,29.62105263,29.432,29.8311111
trinityContig7197||sp|Q7LZR3.1|,Nontoxin,Nontoxin,7.37,9.98,8.8,13.56,8.82,55.99,12.33,6.62,12.36,10.01,16.77,16.87,1.75,12.91,13.55,6.73,12.06,49.56,9.8,15.04421053,14.204,15.9777778
trinityContig7223||sp|Q5ZJU8.1|,Nontoxin,Nontoxin,17.64,10.05,10.26,5.38,12.86,13.58,4.83,1.11,6.24,2.85,12.49,21.01,3.8,1.28,0.83,5.14,16.06,5.55,5.46,8.232631579,9.033,7.34333333
trinityContig7282||sp|Q6AZN4.1|,Nontoxin,Nontoxin,24.29,11.24,24.05,25.5,29.1,31.68,17.96,35.69,31.03,19.58,42.1,27.35,27.15,30.35,32.03,25.38,18.38,75.25,19.93,28.84421053,31.778,25.5844444
trinityContig7286||sp|Q9H270.1|,Nontoxin,Nontoxin,17.72,13.79,25.81,22.7,18.25,5.98,10.17,14.34,11.88,10.9,12.16,16.94,12.18,1.7,8.01,6.59,25.57,7.42,9.9,13.26368421,15.972,10.2544444
trinityContig7298||sp|Q4QQM4.1|,Nontoxin,Nontoxin,6.63,6.83,3.02,8.46,4.18,0,2.81,1.13,0.47,1.21,1.28,6.81,1.2,0,0.63,1.46,3.99,0.57,0.63,2.700526316,3.059,2.30222222
trinityContig7305||sp|P56513.1|,Nontoxin,Nontoxin,3.18,0,3.45,4.78,2.15,0,2.07,0,1.57,1.88,0,0,0,4.85,1.94,3.5,7.51,0,3.99,2.151052632,2.7,1.54111111
trinityContig7305||sp|Q5ZKR7.2|,Nontoxin,Nontoxin,32.25,5.59,41.52,18.34,24.61,1.3,12.35,33.5,11.73,31.58,26.63,40.9,8.08,0.32,1.95,10.9,40.26,0.68,16.49,18.89368421,21.081,16.4633333
trinityContig7308||sp|Q8JHE9.1|,Nontoxin,Nontoxin,118.07,222.54,412.89,66.98,62.98,70.48,155.27,116.36,143.92,178.21,145.27,159.75,229.9,98.32,256.03,133.43,360.29,59.29,178.15,166.7436842,188.985,142.031111
trinityContig7313||sp|Q4FZV3.1|,Nontoxin,Nontoxin,31.26,51.45,29.18,82.39,21.02,33.7,42.76,9.58,16.76,13.87,14.56,41.58,7.5,6.13,14.95,23,41.79,13.24,9.04,26.51368421,26.493,26.5366667
trinityContig7330||sp|Q9JKW1.2|,Nontoxin,Nontoxin,6.43,3.1,12.28,9.94,6.33,14.5,20.49,5.14,8.52,8.25,2.32,1.12,5.45,10.63,20.13,7.26,9.62,17.45,5.71,9.193157895,9.566,8.77888889
trinityContig7347||sp|Q5I0K7.1|,Nontoxin,Nontoxin,18.49,24.11,23.82,23.46,21.28,25.72,23.85,30.77,18.91,19.21,16.55,16.77,36.52,21.08,18.56,16.29,39.33,46.09,26.67,24.60421053,27.077,21.8566667
trinityContig7357||sp|Q9WUI1.2|,Nontoxin,Nontoxin,1.61,0,4.46,5.14,3.33,0.46,5.26,2.43,8.62,10.23,4.4,9.33,2.62,2.03,4.41,2.5,11.46,3.39,8.14,4.727368421,4.896,4.54
trinityContig7364||sp|P28065.2|,Nontoxin,Nontoxin,7.09,2.86,17.1,5.81,6.41,32,17.12,1.89,4.3,7.08,7.45,9.81,5.53,15.64,18.53,0.3,10.3,7.54,8.4,9.745263158,9.416,10.1111111
trinityContig7407||sp|O60830.1|,Nontoxin,Nontoxin,10.98,104.39,243.75,122.87,167.12,48.63,187.31,143.28,140.63,104.6,201.41,169.07,93.1,14.46,61.04,151.26,248.25,32.78,142.92,125.6763158,132.422,118.181111
trinityContig7408||sp|Q24K00.1|,Nontoxin,Nontoxin,32.93,38.34,35.26,43.17,24.54,34.38,21.23,38.29,17.62,25.4,29.7,23.42,23.6,31.58,19.53,20.8,33.91,42.86,25.68,29.59157895,31.118,27.8955556
trinityContig7420||sp|Q5F3A2.1|,Nontoxin,Nontoxin,8.45,2.79,9.36,11.75,9.1,9.54,7.5,10.13,11.45,14.81,14.55,18.14,3.92,1.91,10.34,10.07,11.12,15.63,4.61,9.745789474,9.883,9.59333333
trinityContig7453||sp|Q5ZJU4.1|,Nontoxin,Nontoxin,8.87,17.35,12.3,12.88,12.27,12.35,15.38,20.81,13.79,18.39,19.81,14.38,19.22,7.9,9.49,14.13,9.55,28.23,11.3,14.65263158,14.392,14.9422222
trinityContig7479||sp|Q99613.1|,Nontoxin,Nontoxin,64.92,85.48,47.3,56.95,46.03,49.2,49.76,89.18,49.49,76.14,100.01,87.43,46.24,30.69,28.88,59,57.87,37.59,31.08,57.53894737,51.687,64.0411111
trinityContig749||sp|Q8I030.1|,Nontoxin,Nontoxin,135.36,119.47,34.05,102.34,183.51,212.52,75.72,132.7,160.93,126.14,2256.13,106.71,587.41,120.65,210.36,179.94,153.94,433.81,178.12,289.99,427.503,137.197778
trinityContig7497||sp|Q6NYK8.1|,Nontoxin,Nontoxin,41.82,35.07,51.11,50.51,41.12,41.52,25.01,37.59,38.08,29.1,32.23,51.23,27.74,15.59,39.45,30.67,47.5,43.88,29.8,37.31684211,40.516,33.7622222
trinityContig7519||sp|Q5ZJS6.1|,Nontoxin,Nontoxin,28.89,12.29,35.58,53.34,38.67,23.17,14.84,39.4,32.97,40.22,38.25,46.05,27.61,25.22,15.81,21.82,31.22,54.9,33.01,32.27684211,35.728,28.4422222
trinityContig7549||sp|Q86VQ6.4|,Nontoxin,Nontoxin,12.25,10.81,13.26,17.03,16.51,7.2,15.21,20.35,13.31,17.97,18.31,15.68,12.27,3.23,12.7,10.78,11.94,16.52,10.35,13.45684211,14.114,12.7266667
trinityContig7570||sp|Q17QM6.1|,Nontoxin,Nontoxin,49.58,32.25,95.89,58.14,52.7,8.23,45.45,45.53,36.11,59.98,60.86,86.49,52.82,1.05,15.82,33.46,64.3,33.71,34.27,45.61263158,51.809,38.7277778
trinityContig7584||sp|Q5ZIF1.1|,Nontoxin,Nontoxin,18.17,25.26,22.97,22.63,32.56,13.31,34.93,23.57,27.47,27.31,22.95,32.5,26.22,16.73,20.46,14.94,28.94,31.98,18.75,24.29736842,24.563,24.0022222
trinityContig7585||sp|Q3T075.1|,Nontoxin,Nontoxin,12.17,7.39,18.61,16.08,11.56,7.65,9.19,15.43,7.39,9.6,14.21,14.23,13.02,6.18,6.85,11.49,13.58,16.62,10.86,11.69,13.356,9.83888889
trinityContig7594||sp|P48440.1|,Nontoxin,Nontoxin,0,116.15,295.15,85.28,66.25,93.88,79.57,235.06,128.84,145.12,159.21,86.03,67.34,0.82,3.02,123.44,209.01,15.76,122.11,106.9494737,102.313,112.101111
trinityContig764||sp|P16444.3|,Nontoxin,Nontoxin,376.14,35.16,56.53,0,155.13,12.5,68.66,78.09,76.36,61.12,73.99,156.37,138.16,0.87,25.28,80.82,74.64,41.47,73.45,83.40736842,101.479,63.3277778
trinityContig7642||sp|Q58DV7.1|,Nontoxin,Nontoxin,11.76,17.23,14.64,6.65,14.48,10.1,8.77,20.13,15.08,9.16,26.32,15.18,21.65,12.67,14.94,9.52,6.83,25.43,16.16,14.56315789,15.886,13.0933333
trinityContig7663||sp|P97363.2|,Nontoxin,Nontoxin,16.54,8.15,14.72,16.21,13.35,1.96,9.14,15.38,12.19,13.81,18.11,18.23,9.18,1.45,4.9,7.36,14.16,7.53,6.8,11.00894737,12.15,9.74111111
trinityContig7674||sp|O75391.2|,Nontoxin,Nontoxin,234.09,94.14,299.65,129.48,59.26,78.89,114.83,132.05,97.94,91.24,119.82,128.51,127.55,58.48,93.61,81.05,248.61,86.6,86.99,124.3573684,148.566,97.4588889
trinityContig7707||sp|P60902.2|,Nontoxin,Nontoxin,0,0,0,0,0,273.97,0,2.97,0,0,0,0,0,119.08,72.86,0,0,0,0,24.67789474,7.286,44.0022222
trinityContig7728||sp|P55164.1|,Nontoxin,Nontoxin,27.86,0,22.64,16.91,18.1,8.62,5.16,17.39,12.52,6.87,7.75,20.04,16.09,6.96,22.09,5.3,11.77,5.94,24.45,13.49789474,17.36,9.20666667
trinityContig7729||sp|P61244.1|,Nontoxin,Nontoxin,9.22,4.37,3.56,20.99,3.07,16.84,10.08,11.54,16.82,21.53,19.71,13.02,15.31,16.41,12.67,15.23,16.96,30.27,9.57,14.06157895,14.133,13.9822222
trinityContig773||sp|E2RH47.1|,Nontoxin,Nontoxin,1757.47,1485.72,5864.64,1274.51,1292.07,3194.11,4548.26,1992.21,2484.42,1631.95,1893.7,1666.81,908.43,2276.16,5034.91,2297.23,2845.78,498.28,1814.84,2355.868421,2318.463,2397.43
trinityContig774||sp|P09132.3|,Nontoxin,Nontoxin,177.73,163.52,132.48,117.56,199.56,155.02,139.86,204.34,192.44,183.82,232.9,183.76,245.22,134.91,232.33,189.4,138.02,296.49,115.45,180.7794737,188.774,171.896667
trinityContig7743||sp|O43924.1|,Nontoxin,Nontoxin,12.56,17.11,14.63,31.25,19.16,23.39,29.71,24.25,16.02,12.11,18.43,24.86,14.93,17.56,15.8,19.64,13.43,41.31,10.26,19.81105263,19.176,20.5166667
trinityContig776||sp|Q96G03.4|,Nontoxin,Nontoxin,0,49.48,129.69,23.43,23.91,22.71,18.14,0,33.71,55.99,153.81,57.24,18.85,7.21,34.93,36.73,48.27,20.13,61.61,41.88631579,51.463,31.2455556
trinityContig7779||sp|Q13492.2|,Nontoxin,Nontoxin,147.61,13.72,49.81,56.56,35.85,3.74,21.32,49.25,15.74,33.18,160.44,32.43,46.38,1.53,5.21,14.08,24.36,15.36,22.15,39.40631579,56.373,20.5544444
trinityContig7780||sp|Q13492.2|,Nontoxin,Nontoxin,7.5,0,1.35,3.3,0,0,0,2.56,0,0,0.75,2.74,1.6,0,0,1.17,0,3.3,0,1.277368421,1.78,0.71888889
trinityContig7780||sp|Q2QL80.1|,Nontoxin,Nontoxin,7.84,8.04,11.32,19.94,17.19,5.65,9.87,12.04,3.34,7.82,2.26,11.67,2.81,0,0.74,4.72,18.88,0.67,5.19,7.894210526,8.684,7.01666667
trinityContig7781||sp|P59708.1|,Nontoxin,Nontoxin,74.92,59.88,45.51,87.15,79.02,71.45,61.5,72.65,116.46,77.31,162.53,62.33,76.63,70.99,50.63,62.43,31.96,239.9,41.02,81.27736842,88.927,72.7777778
trinityContig7813||sp|Q7Z5L9.2|,Nontoxin,Nontoxin,46.68,14.05,45.31,18.38,23.56,9.24,6.28,29.26,9.1,13.08,29.11,18.94,5.62,2.61,6.06,6.67,25.69,6.01,10.94,17.18894737,21.736,12.1366667
trinityContig7815||sp|Q9BV90.1|,Nontoxin,Nontoxin,152.79,136.64,202.19,74.46,32.59,60.44,117.95,72.47,57.1,102.56,129.08,53.99,63.17,53.73,78.21,23.19,153.04,91.26,47.84,89.61578947,102.463,75.3411111
trinityContig7818||sp|Q8WWY3.2|,Nontoxin,Nontoxin,16.71,24.68,14.24,35.63,13.05,8.44,14.89,45.71,20.79,13.3,16,25.14,8.04,5.63,4.98,14.1,15.32,38.74,10.92,18.22684211,17.363,19.1866667
trinityContig7848||sp|Q5ZMB2.1|,Nontoxin,Nontoxin,6.77,0,0,0,2.64,3.81,7.86,37.25,23.92,5.43,7.67,1.66,10.01,18.92,12.36,1.72,3.36,35.96,0,9.438947368,7.877,11.1744444
trinityContig7871||sp|Q5RDQ3.1|,Nontoxin,Nontoxin,12.06,12.38,10.45,8.96,12.29,4.66,9.59,10.45,9.84,13.16,13.79,8.6,8.76,4.84,5.59,6.17,8.55,11.59,9.73,9.550526316,10.177,8.85444444
